0.000000000000000000e+00,-1.297575710384364001e-05
1.000000000000000021e-02,8.532929633824277646e-03
2.000000000000000042e-02,1.706933615414743879e-02
2.999999999999999889e-02,2.559573364193991341e-02
4.000000000000000083e-02,3.411161466613564508e-02
5.000000000000000278e-02,4.261647438943879512e-02
5.999999999999999778e-02,5.110981043886954345e-02
7.000000000000000666e-02,5.959112278391088396e-02
8.000000000000000167e-02,6.805991362213156814e-02
8.999999999999999667e-02,7.651568727221200183e-02
1.000000000000000056e-01,8.495795007421273748e-02
1.100000000000000006e-01,9.338621029698401799e-02
1.199999999999999956e-01,1.017999780525378484e-01
1.300000000000000044e-01,1.101987652172206900e-01
1.400000000000000133e-01,1.185820853595139363e-01
1.499999999999999944e-01,1.269494536742719060e-01
1.600000000000000033e-01,1.353003869231724499e-01
1.700000000000000122e-01,1.436344033811995657e-01
1.799999999999999933e-01,1.519510227889071252e-01
1.900000000000000022e-01,1.602497663102450398e-01
2.000000000000000111e-01,1.685301564957068232e-01
2.099999999999999922e-01,1.767917172505442114e-01
2.200000000000000011e-01,1.850339738078030372e-01
2.300000000000000100e-01,1.932564527059140169e-01
2.399999999999999911e-01,2.014586817705800448e-01
2.500000000000000000e-01,2.096401901006864632e-01
2.600000000000000089e-01,2.178005080579591690e-01
2.700000000000000178e-01,2.259391672601121503e-01
2.800000000000000266e-01,2.340557005771815857e-01
2.899999999999999800e-01,2.421496421308028668e-01
2.999999999999999889e-01,2.502205272961163796e-01
3.099999999999999978e-01,2.582678927060576002e-01
3.200000000000000067e-01,2.662912762577390180e-01
3.300000000000000155e-01,2.742902171206559880e-01
3.400000000000000244e-01,2.822642557464417057e-01
3.500000000000000333e-01,2.902129338799133151e-01
3.599999999999999867e-01,2.981357945711508028e-01
3.699999999999999956e-01,3.060323821883275119e-01
3.800000000000000044e-01,3.139022424310780601e-01
3.900000000000000133e-01,3.217449223441364303e-01
4.000000000000000222e-01,3.295599703310152506e-01
4.100000000000000311e-01,3.373469361674984457e-01
4.199999999999999845e-01,3.451053710147385933e-01
4.299999999999999933e-01,3.528348274317298361e-01
4.400000000000000022e-01,3.605348593869888707e-01
4.500000000000000111e-01,3.682050222692275776e-01
4.600000000000000200e-01,3.758448728968720731e-01
4.700000000000000289e-01,3.834539695262431103e-01
4.799999999999999822e-01,3.910318718582670994e-01
4.899999999999999911e-01,3.985781410435776939e-01
5.000000000000000000e-01,4.060923396858952539e-01
5.100000000000000089e-01,4.135740318435734419e-01
5.200000000000000178e-01,4.210227830292364581e-01
5.300000000000000266e-01,4.284381602074334161e-01
5.400000000000000355e-01,4.358197317902559043e-01
5.500000000000000444e-01,4.431670676308959167e-01
5.600000000000000533e-01,4.504797390151127345e-01
5.700000000000000622e-01,4.577573186506334046e-01
5.799999999999999600e-01,4.649993806544982511e-01
5.899999999999999689e-01,4.722055005384027115e-01
5.999999999999999778e-01,4.793752551920947846e-01
6.099999999999999867e-01,4.865082228649348361e-01
6.199999999999999956e-01,4.936039831456990323e-01
6.300000000000000044e-01,5.006621169407872163e-01
6.400000000000000133e-01,5.076822064509686205e-01
6.500000000000000222e-01,5.146638351468573180e-01
6.600000000000000311e-01,5.216065877433097020e-01
6.700000000000000400e-01,5.285100501729734779e-01
6.800000000000000488e-01,5.353738095592354140e-01
6.900000000000000577e-01,5.421974541888396892e-01
7.000000000000000666e-01,5.489805734844743768e-01
7.099999999999999645e-01,5.557227579776441440e-01
7.199999999999999734e-01,5.624235992821787766e-01
7.299999999999999822e-01,5.690826900687345757e-01
7.399999999999999911e-01,5.756996240406951904e-01
7.500000000000000000e-01,5.822739959118761188e-01
7.600000000000000089e-01,5.888054013864718605e-01
7.700000000000000178e-01,5.952934371417138992e-01
7.800000000000000266e-01,6.017377008137141381e-01
7.900000000000000355e-01,6.081377909869994935e-01
8.000000000000000444e-01,6.144933071882676678e-01
8.100000000000000533e-01,6.208038498849006714e-01
8.200000000000000622e-01,6.270690204888050845e-01
8.300000000000000711e-01,6.332884213661568173e-01
8.399999999999999689e-01,6.394616558536496687e-01
8.499999999999999778e-01,6.455883282818560831e-01
8.599999999999999867e-01,6.516680440063291613e-01
8.699999999999999956e-01,6.577004094470828566e-01
8.800000000000000044e-01,6.636850321370914019e-01
8.900000000000000133e-01,6.696215207804740999e-01
9.000000000000000222e-01,6.755094853210136252e-01
9.100000000000000311e-01,6.813485370216799675e-01
9.200000000000000400e-01,6.871382885558191544e-01
9.300000000000000488e-01,6.928783541106745547e-01
9.400000000000000577e-01,6.985683495038930158e-01
9.500000000000000666e-01,7.042078923136682045e-01
9.599999999999999645e-01,7.097966020231601947e-01
9.699999999999999734e-01,7.153341001798119159e-01
9.799999999999999822e-01,7.208200105701729754e-01
9.899999999999999911e-01,7.262539594108070595e-01
1.000000000000000000e+00,7.316355755558495710e-01
